"Begin","End","Event-no-links","Event_link_1","details_link","Theater","Source","Source URL"
"1915-01-19",,"First Zeppelin raid on Great Britain.","http://en.wikipedia.org/wiki/Great_Britain","http://en.wikipedia.org/wiki/Zeppelin","Air","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-01-24","1915-01-26","Chilembwe uprising led by John Chilembwe in Nyasaland.","http://en.wikipedia.org/wiki/Chilembwe_uprising",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-01-24",,"Battle of Dogger Bank between squadrons of the British Grand Fleet and the German Hochseeflotte.","http://en.wikipedia.org/wiki/Battle_of_Dogger_Bank_(1915)","http://en.wikipedia.org/wiki/Battle_of_Dogger_Bank_(1915)","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-01-28","1915-02-03","The Ottomans fail to capture the Suez Canal.","http://en.wikipedia.org/wiki/Suez_Canal","http://en.wikipedia.org/wiki/First_Suez_Offensive","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-01-31",,"Battle of Bolimov. First German use of chemical weapons.","http://en.wikipedia.org/wiki/Battle_of_Bolimov","http://en.wikipedia.org/wiki/Poison_gas_in_World_War_I","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-02-04",,"Germany begins unrestricted submarine warfare against merchant vessels.","http://en.wikipedia.org/wiki/Germany","http://en.wikipedia.org/wiki/U-boat_Campaign_(World_War_I)","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-02-07","1915-02-22","Second Battle of the Masurian Lakes. The Russian X Army is defeated.","http://en.wikipedia.org/wiki/Second_Battle_of_the_Masurian_Lakes","http://en.wikipedia.org/wiki/Second_Battle_of_the_Masurian_Lakes","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-02-19",,"British and French naval attack on the Dardanelles. The Gallipoli Campaign begins.","http://en.wikipedia.org/wiki/Dardanelles","http://en.wikipedia.org/wiki/Naval_operations_in_the_Dardanelles_Campaign","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-03-10","1915-03-13","Battle of Neuve Chapelle. After an initial success, a British offensive is halted.","http://en.wikipedia.org/wiki/Battle_of_Neuve_Chapelle","http://en.wikipedia.org/wiki/Battle_of_Neuve_Chapelle","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-03-22",,"The Siege of Przemyśl ends. The Russians capture the fortress.","http://en.wikipedia.org/wiki/The_Siege_of_Przemyśl","http://en.wikipedia.org/wiki/Siege_of_Przemyśl","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-05","1915-05-05","First Battle of Woevre.","http://en.wikipedia.org/wiki/First_Battle_of_Woevre",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-12","1915-04-14","Battle of Shaiba.","http://en.wikipedia.org/wiki/Battle_of_Shaiba",,"Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-19","1915-05-17","The Ottomans besiege the Armenian city of Van.",,"http://en.wikipedia.org/wiki/Defense_of_Van_(1915)","Caucasian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-22","1915-05-25","The Second Battle of Ypres, which ends in a stalemate. Germany first uses the poison gas.","http://en.wikipedia.org/wiki/Second_Battle_of_Ypres","http://en.wikipedia.org/wiki/Second_Battle_of_Ypres","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-22","1915-04-23","Battle of Gravenstafel, First stage of the Second Battle of Ypres.","http://en.wikipedia.org/wiki/Battle_of_Gravenstafel",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-24","1915-05-05","Battle of St Julien, part of the Second Battle of Ypres.","http://en.wikipedia.org/wiki/Battle_of_St_Julien",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-25",,"Allied forces land on Gallipoli, landing at Anzac Cove and Cape Helles.",,"http://en.wikipedia.org/wiki/Battle_of_Gallipoli#Invasion","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-25",,"London Pact between the Entente and Italy.","http://en.wikipedia.org/wiki/London_Pact","http://en.wikipedia.org/wiki/London_Pact","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-04-28",,"First Battle of Krithia. The Allied advance is repelled.","http://en.wikipedia.org/wiki/First_Battle_of_Krithia","http://en.wikipedia.org/wiki/First_Battle_of_Krithia","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-01",,"Battle of Eski Hissarlik.","http://en.wikipedia.org/wiki/Eski_Hissarlik",,"Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-01",,"The Gorlice-Tarnów begins: the German troops under General Mackensen break through the Russian lines in Galicia.","http://en.wikipedia.org/wiki/Kingdom_of_Galicia_and_Lodomeria","http://en.wikipedia.org/wiki/Gorlice-Tarnów_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-03",,"Troops withdraw from Anzac Cove.",,"http://en.wikipedia.org/wiki/Landing_at_Anzac_Cove","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-06","1915-05-08","Second Battle of Krithia. The Allied attempts at advancing are thwarted again.","http://en.wikipedia.org/wiki/Second_Battle_of_Krithia","http://en.wikipedia.org/wiki/Second_Battle_of_Krithia","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-07",,"The British liner Lusitania is sunk by a German U-boat.","http://en.wikipedia.org/wiki/Lusitania","http://en.wikipedia.org/wiki/RMS_Lusitania","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-08","1915-05-13","Battle of Frezenberg Ridge, Part of the Second Battle of Ypres.","http://en.wikipedia.org/wiki/Battle_of_Frezenberg",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-09","1915-06-18","Second Battle of Artois.","http://en.wikipedia.org/wiki/Second_Battle_of_Artois",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-09",,"Battle of Aubers Ridge, a phase of the Second Battle of Artois.","http://en.wikipedia.org/wiki/Battle_of_Aubers_Ridge",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-10",,"Troops from Hungary rout the Russians at Jarosław. Lviv is again in Austrian hands.","http://en.wikipedia.org/wiki/Hungary",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-11",,"Armistice called at Gallipoli to bury the dead.",,"http://en.wikipedia.org/wiki/Landing_at_Anzac_Cove","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-12",,"Windhoek, capital of German South-West Africa, is occupied by South African troops.","http://en.wikipedia.org/wiki/Windhoek","http://en.wikipedia.org/wiki/South-West_Africa_Campaign","African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-15","1915-05-25","Battle of Festubert.","http://en.wikipedia.org/wiki/Battle_of_Festubert",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-16","1915-06-23","Battle of Konary.","http://en.wikipedia.org/wiki/Battle_of_Konary",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-23",,"Italy declares war on Austria-Hungary.","http://en.wikipedia.org/wiki/Italy","http://en.wikipedia.org/wiki/Italy_during_World_War_I#From_neutrality_to_the_intervention_in_the_war","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-05-24","1915-05-25","Battle of Bellewaarde, final phase of the Second Battle of Ypres.","http://en.wikipedia.org/wiki/Battle_of_Bellewaarde",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-01","1915-09-01","The Russian Great Retreat from Poland and Galicia.","http://en.wikipedia.org/wiki/Great_Retreat_(Russian)",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-04",,"The Russians leave Przemyśl.","http://en.wikipedia.org/wiki/Przemyśl","http://en.wikipedia.org/wiki/Gorlice-Tarnów_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-04",,"Third Battle of Krithia. Yet another Allied failure.","http://en.wikipedia.org/wiki/Third_Battle_of_Krithia","http://en.wikipedia.org/wiki/Third_Battle_of_Krithia","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-10","1915-06-26","Battle of Manzikert.",,"http://en.wikipedia.org/wiki/Battle_of_Manzikert_(1915)","Caucasian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-21","1915-06-23","Battle of Bukoba.","http://en.wikipedia.org/wiki/Battle_of_Bukoba",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-22",,"Mackensen breaks again through the Russian lines in the Lviv area.","http://en.wikipedia.org/wiki/Lviv","http://en.wikipedia.org/wiki/Gorlice-Tarnów_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-23","1915-07-07","First Battle of the Isonzo.","http://en.wikipedia.org/wiki/First_Battle_of_the_Isonzo","http://en.wikipedia.org/wiki/First_Battle_of_the_Isonzo","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-27",,"The Austro-Hungarians re-enter Lviv.",,"http://en.wikipedia.org/wiki/Gorlice-Tarnów_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-06-28","1915-07-05","The British win the Battle of Gully Ravine.","http://en.wikipedia.org/wiki/Battle_of_Gully_Ravine","http://en.wikipedia.org/wiki/Battle_of_Gully_Ravine","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-07-01",,"Battle of Kara Killisse.",,"http://en.wikipedia.org/wiki/Battle_of_Kara_Killisse_(1915)","Caucasian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-07-09",,"The German forces in South-West Africa surrender.","http://en.wikipedia.org/wiki/South-West_Africa","http://en.wikipedia.org/wiki/South-West_Africa_Campaign","African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-07-18","1915-08-03","Second Battle of the Isonzo.","http://en.wikipedia.org/wiki/Second_Battle_of_the_Isonzo","http://en.wikipedia.org/wiki/Second_Battle_of_the_Isonzo","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-07-25",,"Italians capture Cappuccio Wood.",,"http://en.wikipedia.org/wiki/Second_Battle_of_the_Isonzo#The_battle","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-05",,"The Germans occupy Warsaw.","http://en.wikipedia.org/wiki/Warsaw","http://en.wikipedia.org/wiki/Gorlice-Tarnów_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-06","1915-08-21","Battle of Sari Bair, part of the August Offensive. Last and unsuccessful attempt by the British to seize the Gallipoli peninsula.","http://en.wikipedia.org/wiki/Battle_of_Sari_Bair","http://en.wikipedia.org/wiki/Battle_of_Sari_Bair","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-06","1915-08-15","Allies land at Suvla Bay, a phase of the August Offensive.",,"http://en.wikipedia.org/wiki/Landing_at_Suvla_Bay","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-06","1915-08-13","Battle of Krithia Vineyard, part of the August Offensive.","http://en.wikipedia.org/wiki/Battle_of_Krithia_Vineyard",,"Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-06","1915-08-10","Battle of Lone Pine, part of the August Offensive.","http://en.wikipedia.org/wiki/Battle_of_Lone_Pine",,"Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-07","1915-08-19","Battle of Chunuk Bair, a phase of the August Offensive.","http://en.wikipedia.org/wiki/Battle_of_Chunuk_Bair",,"Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-07",,"Battle of the Nek, a phase of the August Offensive.","http://en.wikipedia.org/wiki/Battle_of_the_Nek",,"Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-21","1915-08-29","Battle of Hill 60, part of the August Offensive.",,"http://en.wikipedia.org/wiki/Battle_of_Hill_60_(Gallipoli)","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-21",,"Scimitar Hill, a phase of the August Offensive.","http://en.wikipedia.org/wiki/Scimitar_Hill",,"Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-08-26","1915-09-19","Sventiany Offensive, a phase of the Gorlice-Tarnow Offensive.","http://en.wikipedia.org/wiki/Sventiany_Offensive",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-01",,"Germany suspends unrestricted submarine warfare.","http://en.wikipedia.org/wiki/Germany","http://en.wikipedia.org/wiki/First_Battle_of_the_Atlantic","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-08",,"Nicholas II removes Grand Duke Nicholas Nikolayevich as Commander-in-Chief of the Russian Army, personally taking that position.","http://en.wikipedia.org/wiki/Nicholas_II","http://en.wikipedia.org/wiki/Grand_Duke_Nicholas","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-15","1915-11-04","Third Battle of Artois.","http://en.wikipedia.org/wiki/Third_Battle_of_Artois",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-19",,"The Germans occupy Vilnius. The Gorlice-Tarnów Offensive ends.","http://en.wikipedia.org/wiki/Vilnius","http://en.wikipedia.org/wiki/Gorlice-Tarnów_Offensive","Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-25","1915-11-06","Second Battle of Champagne.","http://en.wikipedia.org/wiki/Second_Battle_of_Champagne",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-25","1915-10-15","Battle of the Hohenzollern Redoubt, a phase of the Battle of Loos.","http://en.wikipedia.org/wiki/Battle_of_the_Hohenzollern_Redoubt",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-25","1915-09-28","Battle of Loos, a major British offensive, fails.","http://en.wikipedia.org/wiki/Battle_of_Loos","http://en.wikipedia.org/wiki/Battle_of_Loos","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-09-28",,"Battle of Es Sinn.","http://en.wikipedia.org/wiki/Battle_of_Es_Sinn",,"Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-07","1915-12-04","Serbia is invaded by Germany, Austria-Hungary, and Bulgaria.","http://en.wikipedia.org/wiki/Serbia","http://en.wikipedia.org/wiki/Serbian_Campaign_(World_War_I)#1915","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-14","1915-11-15","Ovche Pole Offensive, a phase of the Central Powers invasion of Serbia, Bulgarians break through Serbian lines.","http://en.wikipedia.org/wiki/Ovche_Pole_Offensive",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-14","1915-11-09","Morava Offensive, a phase of the Central Powers Invasion of Serbia, Bulgarians break through Serbian lines.","http://en.wikipedia.org/wiki/Morava_Offensive",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-14",,"Bulgaria declares war on Serbia",,"http://en.wikipedia.org/wiki/Bulgaria_during_World_War_I#Bulgaria_enters_the_war","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-15",,"The United Kingdom declares war on Bulgaria.","http://en.wikipedia.org/wiki/United_Kingdom",,"Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-16",,"France declares war on Bulgaria.","http://en.wikipedia.org/wiki/France",,"Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-17","1915-11-21","Battle of Krivolak, start of the set up of the Salonika Front.","http://en.wikipedia.org/wiki/Battle_of_Krivolak",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-18","1915-11-04","Third Battle of the Isonzo","http://en.wikipedia.org/wiki/Third_Battle_of_the_Isonzo","http://en.wikipedia.org/wiki/Third_Battle_of_the_Isonzo","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-19",,"Italy and Russia declare war on Bulgaria.","http://en.wikipedia.org/wiki/Italy",,"Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-10-27",,"A French army lands in Salonika and, with the help of British and Italian troops, sets up a Balkan Front.","http://en.wikipedia.org/wiki/Salonika",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-11-10","1915-12-04","Kosovo Offensive, a phase of the Central Powers invasion of Serbia, Serbians pushed into Albania.",,"http://en.wikipedia.org/wiki/Kosovo_Offensive_(1915)","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-11-10","1915-12-02","Fourth Battle of the Isonzo","http://en.wikipedia.org/wiki/Fourth_Battle_of_the_Isonzo",,"Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-11-22","1915-11-25","Battle of Ctesiphon, in present-day Iraq.","http://en.wikipedia.org/wiki/Battle_of_Ctesiphon_(1915)","http://en.wikipedia.org/wiki/Battle_of_Ctesiphon_(1915)","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-11-27",,"The Serbian army collapses. It will retreat to the Adriatic Sea and be evacuated by the Italian and French Navies.","http://en.wikipedia.org/wiki/Adriatic_Sea","http://en.wikipedia.org/wiki/Serbian_army%27s_retreat_through_Albania","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-12-01","1916-07-01","Battle of Lake Tanganyika.","http://en.wikipedia.org/wiki/Battle_of_Lake_Tanganyika",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-12-06","1915-12-12","Battle of Kosturino","http://en.wikipedia.org/wiki/Battle_of_Kosturino",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-12-07",,"The First Siege of Kut, Mesopotamia, by the Ottomans begins.",,"http://en.wikipedia.org/wiki/Siege_of_Kut","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1915-12-19",,"Douglas Haig replaces John French as commander of the British Expeditionary Force.","http://en.wikipedia.org/wiki/Douglas_Haig","http://en.wikipedia.org/wiki/Douglas_Haig","Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-05","1916-01-17","Austro-Hungarian offensive against Montenegro, which capitulates.","http://en.wikipedia.org/wiki/Austro-Hungarian","http://en.wikipedia.org/wiki/Montenegrin_Campaign_(World_War_I)","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-06","1916-01-08","Battle of Sheikh Sa'ad, a phase of the First Siege of Kut.","http://en.wikipedia.org/wiki/Battle_of_Sheikh_Sa%27ad",,"Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-06","1916-01-07","Battle of Mojkovac","http://en.wikipedia.org/wiki/Battle_of_Mojkovac",,"Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-09",,"The Gallipoli Campaign ends in an Allied defeat and an Ottoman victory.","http://en.wikipedia.org/wiki/Gallipoli_Campaign","http://en.wikipedia.org/wiki/Battle_of_Gallipoli","Gallipoli","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-10","1916-02-16","Battle of Erzurum.","http://en.wikipedia.org/wiki/Battle_of_Erzurum_(1916)",,"Caucasian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-11",,"Corfu occupied by the Allies.","http://en.wikipedia.org/wiki/Corfu","http://en.wikipedia.org/wiki/Corfu","Balkan","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-13",,"Battle of Wadi, a phase of the First Siege of Kut.",,"http://en.wikipedia.org/wiki/Battle_of_Wadi_(1916)","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-21",,"Battle of Hanna, a phase of the First Siege of Kut.","http://en.wikipedia.org/wiki/Battle_of_Hanna",,"Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-24",,"Reinhard Scheer is appointed commander of Germany's Hochseeflotte.","http://en.wikipedia.org/wiki/Reinhard_Scheer","http://en.wikipedia.org/wiki/Reinhard_Scheer","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-01-27",,"Conscription introduced in the United Kingdom by the Military Service Act.",,"http://en.wikipedia.org/wiki/Military_service#United_Kingdom","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-02-05","1916-04-15","Trebizond Campaign.","http://en.wikipedia.org/wiki/Trebizond_Campaign",,"Caucasian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-02-12",,"Battle of Salaita Hill.","http://en.wikipedia.org/wiki/Battle_of_Salaita_Hill",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-02-21",,"The Battle of Verdun begins.","http://en.wikipedia.org/wiki/Battle_of_Verdun",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-02-26",,"Battle of Agagia, Senussi rebellion suppressed by the British.","http://en.wikipedia.org/wiki/Battle_of_Agagia",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-02-28",,"German Kamerun (Cameroon) surrenders.",,"http://en.wikipedia.org/wiki/Kamerun_Campaign","African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-01","1916-03-15","Fifth Battle of the Isonzo.","http://en.wikipedia.org/wiki/Fifth_Battle_of_the_Isonzo",,"Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-01",,"Germany resumes unrestricted submarine warfare.","http://en.wikipedia.org/wiki/Germany","http://en.wikipedia.org/wiki/First_Battle_of_the_Atlantic","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-02","1916-08-04","Battle of Bitlis.","http://en.wikipedia.org/wiki/Battle_of_Bitlis",,"Caucasian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-08",,"Battle of Dujaila: a British attempt to relieve Kut failed.","http://en.wikipedia.org/wiki/Battle_of_Dujaila","http://en.wikipedia.org/wiki/Battle_of_Dujaila","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-09",,"Germany declares war on Portugal. Portugal officially enters the war.","http://en.wikipedia.org/wiki/Germany","http://en.wikipedia.org/wiki/Portugal_during_World_War_I","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-11","1916-03-12","Battle of Latema Nek.","http://en.wikipedia.org/wiki/Battle_of_Latema_Nek",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-18","1916-04-01","Lake Naroch Offensive.","http://en.wikipedia.org/wiki/Lake_Naroch_Offensive",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-03-18",,"Battle of Kahe.","http://en.wikipedia.org/wiki/Battle_of_Kahe",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-04-24",,"Easter Rising by Irish rebels for independence from the United Kingdom.","http://en.wikipedia.org/wiki/Easter_Rising","http://en.wikipedia.org/wiki/Easter_Rising","Politics","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-04-27","1916-04-29","Gas attack at Hulluch.","http://en.wikipedia.org/wiki/Gas_attack_at_Hulluch",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-04-29",,"The British forces under siege at Kut surrender to the Ottomans, first siege of Kut ends.",,"http://en.wikipedia.org/wiki/Siege_of_Kut","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-05-07","1916-05-10","Battle of Kondoa Irangi.","http://en.wikipedia.org/wiki/Battle_of_Kondoa_Irangi",,"African","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-05-10",,"Germany suspends unrestricted submarine warfare.",,"http://en.wikipedia.org/wiki/First_Battle_of_the_Atlantic","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-05-15","1916-06-10","Austro-Hungarian Strafexpedition in Trentino.","http://en.wikipedia.org/wiki/Austro-Hungarian","http://en.wikipedia.org/wiki/Battle_of_Asiago","Italian","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-05-31","1916-06-01","Battle of Jutland between Britain's Grand Fleet and Germany's Hochseeflotte.","http://en.wikipedia.org/wiki/Battle_of_Jutland","http://en.wikipedia.org/wiki/Battle_of_Jutland","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-06-02","1916-06-14","Battle of Mont Sorrel.","http://en.wikipedia.org/wiki/Battle_of_Mont_Sorrel",,"Western","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-06-04",,"The Brusilov Offensive begins.","http://en.wikipedia.org/wiki/Brusilov_Offensive",,"Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-06-05",,"The Arab Revolt in Hejaz begins.","http://en.wikipedia.org/wiki/Hejaz","http://en.wikipedia.org/wiki/Arab_Revolt","Middle Eastern","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
"1916-06-05",,"The HMS Hampshire is sunk off the Orkney Islands; Lord Kitchener dies.","http://en.wikipedia.org/wiki/HMS_Hampshire_(1903)","http://en.wikipedia.org/wiki/HMS_Hampshire_(1903)","Naval","Wikipedia","http://en.wikipedia.org/wiki/Timeline_of_World_War_I"
